"ID","Title","Keywords","FirstLevel"
"910","Levels of Anonymity","security,anonymous use,access control,authentication,big brother","D"
"910","Levels of Anonymity","security,anonymous use,access control,authentication,big brother","K"
"911","What Is a Random String?","Blank-endmarker complexity,Chaitin (self-delimiting) complexity,random ,strings.","G"
"912","High-radix Division with Approximate Quotient-digit Estimation","Division,high radix,approximate digit estimates","B"
"913","On Implementing EREW Work-Optimally on Mesh of Trees","EREW,mesh of trees,shared memory,simulation,work-optimal,randomized,coated mesh.","C"
"913","On Implementing EREW Work-Optimally on Mesh of Trees","EREW,mesh of trees,shared memory,simulation,work-optimal,randomized,coated mesh.","F"
"913","On Implementing EREW Work-Optimally on Mesh of Trees","EREW,mesh of trees,shared memory,simulation,work-optimal,randomized,coated mesh.","G"
"914","Grammars Based on the Shuffle Operation","Shuffle operation,Chomsky grammars,L Systems","F"
"916","BROCA : A Computerized Environment for Mediating Scientific Reasoning through Writing","Computers and Education,Computer Uses in Education","K"
"917","Differential Ziv-Lempel Text Compression","text compression,LZ-77,arithmetic coding,vector quantisation","H"
"919","A Robust Affine Matching Algorithm Using an Exponentially Decreasing Distance Function","Affine Matching,Spatial Registration,Information Fusion,Image Understanding","I"
"928","A Multi-objective Genetic Approach to Mapping Problem on Network-on-Chip","system-on-chip,network-on-chip,mapping,multi-objective optimization,evolutionary algorithm,simulation","B"
"928","A Multi-objective Genetic Approach to Mapping Problem on Network-on-Chip","system-on-chip,network-on-chip,mapping,multi-objective optimization,evolutionary algorithm,simulation","D"
"928","A Multi-objective Genetic Approach to Mapping Problem on Network-on-Chip","system-on-chip,network-on-chip,mapping,multi-objective optimization,evolutionary algorithm,simulation","G"
"928","A Multi-objective Genetic Approach to Mapping Problem on Network-on-Chip","system-on-chip,network-on-chip,mapping,multi-objective optimization,evolutionary algorithm,simulation","I"
"929","Pareto-Optimal Hardware for Substitution Boxes","S-box,cryptography,genetic algorithms,evolvable hardware,multi-objective optimisation","B"
"929","Pareto-Optimal Hardware for Substitution Boxes","S-box,cryptography,genetic algorithms,evolvable hardware,multi-objective optimisation","C"
"929","Pareto-Optimal Hardware for Substitution Boxes","S-box,cryptography,genetic algorithms,evolvable hardware,multi-objective optimisation","E"
"929","Pareto-Optimal Hardware for Substitution Boxes","S-box,cryptography,genetic algorithms,evolvable hardware,multi-objective optimisation","I"
"930","Automatic Programming Methodologies for Electronic Hardware Fault Monitoring","genetic programming,neural networks,decision trees,fault monitoring,computational intelligence,electronic hardware","B"
"930","Automatic Programming Methodologies for Electronic Hardware Fault Monitoring","genetic programming,neural networks,decision trees,fault monitoring,computational intelligence,electronic hardware","I"
"931","Multi-Objective Evolutionary Algorithms and Pattern Search Methods for Circuit Design Problems","evolutionary electronics,multi-objective optimization,circuit design problems,evolutionary algorithms,genetic algorithms,classical optimization methods,pattern search methods,operational transconductance amplifier,leapfrog filter","B"
"931","Multi-Objective Evolutionary Algorithms and Pattern Search Methods for Circuit Design Problems","evolutionary electronics,multi-objective optimization,circuit design problems,evolutionary algorithms,genetic algorithms,classical optimization methods,pattern search methods,operational transconductance amplifier,leapfrog filter","I"
"931","Multi-Objective Evolutionary Algorithms and Pattern Search Methods for Circuit Design Problems","evolutionary electronics,multi-objective optimization,circuit design problems,evolutionary algorithms,genetic algorithms,classical optimization methods,pattern search methods,operational transconductance amplifier,leapfrog filter","J"
"932","DS/CDMA Multiuser Detection with Evolutionary Algorithms","genetic algorithm,evolutionary computation,multiuser detection,code division multiple access","D"
"932","DS/CDMA Multiuser Detection with Evolutionary Algorithms","genetic algorithm,evolutionary computation,multiuser detection,code division multiple access","J"
"935","On-line Monitoring of Metric Temporal Logic with Time-Series Constraints Using Alternating Finite Automata","formal specification,temporal logic,run-time monitoring,run-time verification,alternating automata,time series,assertions,reactive systems","D"
"935","On-line Monitoring of Metric Temporal Logic with Time-Series Constraints Using Alternating Finite Automata","formal specification,temporal logic,run-time monitoring,run-time verification,alternating automata,time series,assertions,reactive systems","F"
"936","Reversible Karatsuba's Algorithm","reversible computing,,reversible circuit,arithmetic operations,multiplier","B"
"936","Reversible Karatsuba's Algorithm","reversible computing,,reversible circuit,arithmetic operations,multiplier","F"
"937","About an Algorithmic Approach to Tilings {<I>p,q</I>} of the Hyperbolic Plane","discrete hyperbolic geometry,combinatorial approach, tilings,tilings","F"
"938","Completeness in the Boolean Hierarchy: Exact-Four-Colorability, Minimal Graph Uncolorability, and Exact Domatic Number Problems - a Survey","Boolean hierarchy,completeness,exact colorability,exact domatic number,minimal uncolorability","F"
"939","Pervasive Health Management and Health Management Utilizing Pervasive Technologies : Synergy and Issues","health,pervasive technology,human information processing,societal issues,portable devices,expert systems","C"
"939","Pervasive Health Management and Health Management Utilizing Pervasive Technologies : Synergy and Issues","health,pervasive technology,human information processing,societal issues,portable devices,expert systems","H"
"939","Pervasive Health Management and Health Management Utilizing Pervasive Technologies : Synergy and Issues","health,pervasive technology,human information processing,societal issues,portable devices,expert systems","I"
"939","Pervasive Health Management and Health Management Utilizing Pervasive Technologies : Synergy and Issues","health,pervasive technology,human information processing,societal issues,portable devices,expert systems","J"
"939","Pervasive Health Management and Health Management Utilizing Pervasive Technologies : Synergy and Issues","health,pervasive technology,human information processing,societal issues,portable devices,expert systems","K"
"940","Health Monitoring and Assistance to Support Aging in Place","multiagent systems,artificial intelligence,smart environments","I"
"941","A New System Dedicated to Real-time Cardiac Arrhythmias Tele-assistance and Monitoring","real-time telemedicine,wireless ECG sensor,cardiac arrhythmias,automatic ECG diagnosis,embedded micro-kernel","C"
"941","A New System Dedicated to Real-time Cardiac Arrhythmias Tele-assistance and Monitoring","real-time telemedicine,wireless ECG sensor,cardiac arrhythmias,automatic ECG diagnosis,embedded micro-kernel","H"
"941","A New System Dedicated to Real-time Cardiac Arrhythmias Tele-assistance and Monitoring","real-time telemedicine,wireless ECG sensor,cardiac arrhythmias,automatic ECG diagnosis,embedded micro-kernel","J"
"942","CAMMD: Context-Aware Mobile Medical Devices","telemedicine,mobile devices,context-aware computing,agent technology","H"
"942","CAMMD: Context-Aware Mobile Medical Devices","telemedicine,mobile devices,context-aware computing,agent technology","I"
"943","The Impact of Behavioral Monitoring Technology on the Provision of Health Care in the Home","smart-home technology,telemedicine,behavioral monitoring,care provision,web-based services","J"
"943","The Impact of Behavioral Monitoring Technology on the Provision of Health Care in the Home","smart-home technology,telemedicine,behavioral monitoring,care provision,web-based services","K"
"944","A Collaborative Biomedical Research System","cancer,computerized patient records,natural language processing,bioinformatics,privacy,confidentiality,security,electronic health records","H"
"944","A Collaborative Biomedical Research System","cancer,computerized patient records,natural language processing,bioinformatics,privacy,confidentiality,security,electronic health records","I"
"944","A Collaborative Biomedical Research System","cancer,computerized patient records,natural language processing,bioinformatics,privacy,confidentiality,security,electronic health records","J"
"944","A Collaborative Biomedical Research System","cancer,computerized patient records,natural language processing,bioinformatics,privacy,confidentiality,security,electronic health records","K"
"945","A Pervasive Multimodal Tele-Home Healthcare System","pervasive computing,home healthcare,agent,Jini","H"
"945","A Pervasive Multimodal Tele-Home Healthcare System","pervasive computing,home healthcare,agent,Jini","J"
"948","Quality of Privacy (QoP) for the Design of Ubiquitous Healthcare Applications","quality of privacy,ubiquitous computing,privacy-aware computing,ubiquitous healthcare","H"
"948","Quality of Privacy (QoP) for the Design of Ubiquitous Healthcare Applications","quality of privacy,ubiquitous computing,privacy-aware computing,ubiquitous healthcare","K"
"949","Visualization Services in a Conference Context: An Approach by RFID Technology","ubiquitous computing,context aware,RFID,implicit interaction,visualization,information mosaics","F"
"949","Visualization Services in a Conference Context: An Approach by RFID Technology","ubiquitous computing,context aware,RFID,implicit interaction,visualization,information mosaics","H"
"950","A Mechanism for Solving Conflicts in Ambient Intelligent Environments","intelligent environments,ambience intelligence,context awareness,privacy","H"
"951","EMIlets: A Reflective Framework for Enabling AmI","ambient intelligence,pervasive computing,middleware,smart spaces","C"
"951","EMIlets: A Reflective Framework for Enabling AmI","ambient intelligence,pervasive computing,middleware,smart spaces","D"
"953","A Modular Architecture for Nodes in Wireless Sensor Networks","wireless sensor networks,modular architecture,sensor network node,hardware node design","B"
"954","Development of Ambient Intelligence Applications using Components and Aspects","aspects,middleware,components,ambient intelligence,pervasive computing","D"
"955","Information and Hybrid Architecture Model of the OCP Contextual Information Management System","context-awareness,semantic web,decision rules,hybrid architecture,information merging","C"
"955","Information and Hybrid Architecture Model of the OCP Contextual Information Management System","context-awareness,semantic web,decision rules,hybrid architecture,information merging","H"
"955","Information and Hybrid Architecture Model of the OCP Contextual Information Management System","context-awareness,semantic web,decision rules,hybrid architecture,information merging","I"
"955","Information and Hybrid Architecture Model of the OCP Contextual Information Management System","context-awareness,semantic web,decision rules,hybrid architecture,information merging","J"
"955","Information and Hybrid Architecture Model of the OCP Contextual Information Management System","context-awareness,semantic web,decision rules,hybrid architecture,information merging","K"
"957","Secure Service Discovery based on Trust Management for ad-hoc Networks","ad-hoc networks,service discovery protocol,security,trust","C"
"958","Restricting the View and Connecting the Dots Dangers of a Web Search Engine Monopoly","Web mining,search engines and information retrieval,social issues","H"
"958","Restricting the View and Connecting the Dots Dangers of a Web Search Engine Monopoly","Web mining,search engines and information retrieval,social issues","I"
"958","Restricting the View and Connecting the Dots Dangers of a Web Search Engine Monopoly","Web mining,search engines and information retrieval,social issues","K"
"959","Modeling Inheritance as Coercion in the Kenzo System","algebraic specification,symbolic computation,inheritance,coercion","F"
"960","A Formal Architectural Description Language based on Symbolic Transition Systems and Temporal Logic","architectural description language,component based software engineering,mixed formal specifications,symbolic transition system,temporal logic glue,abstract data types,graphical notations","D"
"961","Persian/Arabic Baffletext CAPTCHA","completely automated public Turing test to tell computers and human apart (CAPTCHA),Persian and Arabic text,BaffleText,optical character recognition (OCR),internet security","I"
"963","The Design of the YAP Compiler: An Optimizing Compiler for Logic Programming Languages","dynamic compilation,Just-in-Time compiler,compiler optimizations","C"
"963","The Design of the YAP Compiler: An Optimizing Compiler for Logic Programming Languages","dynamic compilation,Just-in-Time compiler,compiler optimizations","D"
"964","Generic Process Algebra: A Programming Challenge","Process Algebra,coinduction,coalgebra","D"
"964","Generic Process Algebra: A Programming Challenge","Process Algebra,coinduction,coalgebra","F"
"965","Our Experiences with Optimizations in Sun's Java Just-In-Time Compilers","Dynamic compilation,Just-in-Time compiler,compiler optimizations","C"
"965","Our Experiences with Optimizations in Sun's Java Just-In-Time Compilers","Dynamic compilation,Just-in-Time compiler,compiler optimizations","D"
"966","Detecting Bad Smells in AspectJ","aspect oriented software development,AspectJ language,,refactoring","D"
"967","Program Slicing by Calculation","program slicing,functional programming,program analysis","D"
"967","Program Slicing by Calculation","program slicing,functional programming,program analysis","I"
"968","The Language of the Visitor Design Pattern","context free grammar,visitor pattern,visitor language,method invocation sequence,essential aspect","D"
"968","The Language of the Visitor Design Pattern","context free grammar,visitor pattern,visitor language,method invocation sequence,essential aspect","F"
"969","Strong Mobility in Mobile Haskell","mobile computation,strong mobility,functional programming,Haskell","D"
"970","An Object Model for Interoperable Systems","object model,interoperability,virtual machine","C"
"970","An Object Model for Interoperable Systems","object model,interoperability,virtual machine","D"
"971","Expressing Workflow Patterns for Web Services: The Case of PEWS","workflow patterns,programming languages,web services","C"
"971","Expressing Workflow Patterns for Web Services: The Case of PEWS","workflow patterns,programming languages,web services","D"
"972","Defining Atomic Composition in UML Behavioral Diagrams","UML,semantics,nonsequential automata","D"
"972","Defining Atomic Composition in UML Behavioral Diagrams","UML,semantics,nonsequential automata","F"
"973","Type-safe Versioned Object Query Language","operational semantics,object-oriented database management systems,type systems,query languages","F"
"973","Type-safe Versioned Object Query Language","operational semantics,object-oriented database management systems,type systems,query languages","H"
"975","The Berlin Brain-Computer Interface:<BR>Machine Learning Based Detection of User Specific Brain States","Brain-Computer Interface,classification,common spatial patterns,EEG,ERD,event-related desynchronization,feedback,Information Transfer Rate,Readiness Potential,RP,Machine Learning,Single-Trial Analysis","G"
"975","The Berlin Brain-Computer Interface:<BR>Machine Learning Based Detection of User Specific Brain States","Brain-Computer Interface,classification,common spatial patterns,EEG,ERD,event-related desynchronization,feedback,Information Transfer Rate,Readiness Potential,RP,Machine Learning,Single-Trial Analysis","H"
"975","The Berlin Brain-Computer Interface:<BR>Machine Learning Based Detection of User Specific Brain States","Brain-Computer Interface,classification,common spatial patterns,EEG,ERD,event-related desynchronization,feedback,Information Transfer Rate,Readiness Potential,RP,Machine Learning,Single-Trial Analysis","I"
"975","The Berlin Brain-Computer Interface:<BR>Machine Learning Based Detection of User Specific Brain States","Brain-Computer Interface,classification,common spatial patterns,EEG,ERD,event-related desynchronization,feedback,Information Transfer Rate,Readiness Potential,RP,Machine Learning,Single-Trial Analysis","J"
"976","Sequential Data Assimilation: Information Fusion of a Numerical Simulation and Large Scale Observation Data","particle filter,simulation science,data fusion","G"
"976","Sequential Data Assimilation: Information Fusion of a Numerical Simulation and Large Scale Observation Data","particle filter,simulation science,data fusion","I"
"976","Sequential Data Assimilation: Information Fusion of a Numerical Simulation and Large Scale Observation Data","particle filter,simulation science,data fusion","J"
"977","Data Mining Methods for Discovering Interesting Exceptions from an Unsupervised Table","exception,instance,rule,interestingness,unexpectedness,pattern,data mining","I"
"978","Randomness and Secrecy - A Brief Introduction","security,cryptography,randomness","E"
"978","Randomness and Secrecy - A Brief Introduction","security,cryptography,randomness","F"
"979","Pseudorandom Number Generation: Impossibility and Compromise","random number generation,pseudorandom number generation,Mersenne Twister,Monte Carlo methods,simulation","G"
"980","Progress in Quantum Computational Cryptography","computational cryptography,quantum computing,quantum cryptography","E"
"980","Progress in Quantum Computational Cryptography","computational cryptography,quantum computing,quantum cryptography","F"
"981","Testing Membership in Formal Languages Implicitly Represented by Boolean Functions","binary decision diagrams (BDDs),boolean functions,branching programs (BPs),computational complexity,formal languages,property testing,randomness,sublinear algorithms","F"
"981","Testing Membership in Formal Languages Implicitly Represented by Boolean Functions","binary decision diagrams (BDDs),boolean functions,branching programs (BPs),computational complexity,formal languages,property testing,randomness,sublinear algorithms","G"
"982","Improving Deterministic and Randomized Exponential-Time Algorithms for the Satisfiability, the Colorability, and the Domatic Number Problem","exact computation,exponential-time algorithms,deterministic algorithms,randomized algorithms","F"
"983","Randomized Algorithms and Complexity Theory","randomized algorithms,randomized complexity classes","F"
"985","Proving Properties for Behavioural Specifications with Term Observation","behavioural specifications,term observation,observable contexts,covering contexts","F"
"986","Ridge Orientation Estimation and Verification Algorithm for Fingerprint Enhancement","fingerprint,enhancement,Gabor filter,orientation estimation","I"
"987","Fault Tolerant Neural Predictors for Compression of Sensor Telemetry Data","data compression,error tolerance,neural networks,predictors","E"
"987","Fault Tolerant Neural Predictors for Compression of Sensor Telemetry Data","data compression,error tolerance,neural networks,predictors","H"
"987","Fault Tolerant Neural Predictors for Compression of Sensor Telemetry Data","data compression,error tolerance,neural networks,predictors","I"
"988","Time-varying H Systems Revisited","DNA computing,molecular computing,splic,ing systems","F"
"991","An Interval Constraint Branching Scheme for Lattice Domains","interval constraint,constraint branching,constraint solving,constraint optimization,constraint propagation","D"
"991","An Interval Constraint Branching Scheme for Lattice Domains","interval constraint,constraint branching,constraint solving,constraint optimization,constraint propagation","I"
"992","Constraint Based Methods for Biological Sequence Analysis","protein structure,RNA secondary structure,gene prediction,concept formation,constraint handling rules,constraint handling rule grammars","D"
"992","Constraint Based Methods for Biological Sequence Analysis","protein structure,RNA secondary structure,gene prediction,concept formation,constraint handling rules,constraint handling rule grammars","I"
"993","Process Equivalences as Global Bisimulations","bisimulation,ready simulation,refusal,traces,concurrent process equivalences and preorders,,comparative semantics","D"
"993","Process Equivalences as Global Bisimulations","bisimulation,ready simulation,refusal,traces,concurrent process equivalences and preorders,,comparative semantics","F"
"994","Verifying Real-Time Properties of tccp Programs","timed concurrent constraint paradigm,model checking,temporal logic","D"
"995","Constructive Failure in Functional-Logic Programming: From Theory to Implementation","negation,constructive failure,narrowing,functional-logic programming","D"
"995","Constructive Failure in Functional-Logic Programming: From Theory to Implementation","negation,constructive failure,narrowing,functional-logic programming","F"
"996","Verification of CRWL Programs with Rewriting Logic","functional logic programming,rewriting logic,Maude,verification","D"
"996","Verification of CRWL Programs with Rewriting Logic","functional logic programming,rewriting logic,Maude,verification","F"
"997","Introducing the ITP Tool: a Tutorial","inductive theorem proving,semantic data structures,membership equational logic,ITP","F"
"998","Magic Sets for the XPath Language","logic programming,XPath language,magic sets","D"
"998","Magic Sets for the XPath Language","logic programming,XPath language,magic sets","H"
"999","Operational/Interpretive Unfolding of Multi-adjoint Logic Programs","fuzzy logic programming,program transformation,unfolding ","D"
"999","Operational/Interpretive Unfolding of Multi-adjoint Logic Programs","fuzzy logic programming,program transformation,unfolding ","I"
"1000","Plagiarism - A Survey","plagiarism,cheating,similarity detection,IPR","K"
"1001","Behavioral Institutions and Refinements in Generalized Hidden Logics","hidden logics,Leibniz congruence,behavioral equivalence relation,behavioral logic,institutions,refinements,behavioral refinement,s","F"
"1002","Variations on Itai-Rodeh Leader Election for Anonymous Rings and their Analysis in PRISM","distributed computing,leader election,anonymous networks,probabilistic algorithms,formal verification,model checking","C"
"1002","Variations on Itai-Rodeh Leader Election for Anonymous Rings and their Analysis in PRISM","distributed computing,leader election,anonymous networks,probabilistic algorithms,formal verification,model checking","D"
"1002","Variations on Itai-Rodeh Leader Election for Anonymous Rings and their Analysis in PRISM","distributed computing,leader election,anonymous networks,probabilistic algorithms,formal verification,model checking","F"
"1003","Eliminating Redundant Join-Set Computations in Static Single Assignment","compiler optimization,SSA ","D"
"1003","Eliminating Redundant Join-Set Computations in Static Single Assignment","compiler optimization,SSA ","I"
"1005","The Transformation of the Web: How Emerging Communities Shape the Information we Consume","collaborative work,community building,self-organisation,emergence,information systems,web-based applications,wikis,blogs,podcasting,file sharing,social networks","H"
"1006","An O(n) Distributed Mutual Exclusion Algorithm Using Queue Migration","mutual exclusion,critical section,distributed algorithm,computer network,queue migration,message complexity","C"
"1006","An O(n) Distributed Mutual Exclusion Algorithm Using Queue Migration","mutual exclusion,critical section,distributed algorithm,computer network,queue migration,message complexity","F"
"1006","An O(n) Distributed Mutual Exclusion Algorithm Using Queue Migration","mutual exclusion,critical section,distributed algorithm,computer network,queue migration,message complexity","I"
"1007","A Structure Causality Relation for Liveness Characterisation in Petri Nets","Petri nets,structural analysis,siphons,liveness,deadlock-freeness","D"
"1007","A Structure Causality Relation for Liveness Characterisation in Petri Nets","Petri nets,structural analysis,siphons,liveness,deadlock-freeness","F"
"1007","A Structure Causality Relation for Liveness Characterisation in Petri Nets","Petri nets,structural analysis,siphons,liveness,deadlock-freeness","G"
"1010","POCA : A User Distributions Algorithm in Enterprise Systems with Clustering","clustering,user distribution,profile,load balancing,enterprise systems","H"
"1010","POCA : A User Distributions Algorithm in Enterprise Systems with Clustering","clustering,user distribution,profile,load balancing,enterprise systems","K"
"1011","Creation and Evaluation of Fuzzy Knowledge-base","fuzzy Datalog,fuzzy knowledge-base,proximity,evaluation strategies","I"
"1012","UML-Based Modeling of Data-oriented WEB Applications","data models,MVC design pattern,UML,Web application,,Web modeling techniques,XMI,XML,XSLT","D"
"1012","UML-Based Modeling of Data-oriented WEB Applications","data models,MVC design pattern,UML,Web application,,Web modeling techniques,XMI,XML,XSLT","H"
"1014","Design and Implementation of Enum-Based Services","ENUM,ENUM procedure,ENUM client,Domain Name System (DNS),E.164 telephone number,ENUM-based service","C"
"1014","Design and Implementation of Enum-Based Services","ENUM,ENUM procedure,ENUM client,Domain Name System (DNS),E.164 telephone number,ENUM-based service","H"
"1015","Performance Modeling of Proxy Cache Servers","queueing network,proxy cache server,performance models","H"
"1016","Developing on Exact Quality and Classification System for Plant Improvement","image classification,fractal dimension,plant improvement,thermovision,potato breeding and qualification","I"
"1016","Developing on Exact Quality and Classification System for Plant Improvement","image classification,fractal dimension,plant improvement,thermovision,potato breeding and qualification","J"
"1017","Extension of CQL over Dynamic Databases","data-flow languages,database,query languages","D"
"1017","Extension of CQL over Dynamic Databases","data-flow languages,database,query languages","H"
"1018","Japlo: Rule-based Programming on Java","Java,Prolog,Japlo","D"
"1019","Analysing Data of Childhood Acute Lymphoid Leukaemia by Seasonal Time Series Methods","time series analysis,seasonal decomposition time series method,acute childhood lymphoid leukaemia","G"
"1020","4M Software for Modelling and Analysing Cropping Systems","crop model,estimation method,education","H"
"1020","4M Software for Modelling and Analysing Cropping Systems","crop model,estimation method,education","J"
"1021","Modern Technologies in Client-Server Architecture for Geo-based Interactive Web Portals","Web-based services,map services,geo-base,XML,Java,Ajax,marketing,portal","H"
"1022","The Number of the Modulo <I>n</I> Roots of the Polynomial <I>x<sup>v</sup></I> <I>x<sup>v</sup></I> and the RSA","modulo ,<,I,>, n,<,/I,>,  roots,RSA,cycling attack","E"
"1023","Applications of Neighborhood Sequence in Image Processing and Database Retrieval","database retrieval,image database,image processing,segmentation","H"
"1023","Applications of Neighborhood Sequence in Image Processing and Database Retrieval","database retrieval,image database,image processing,segmentation","I"
"1024","Course Modeling for Student Profile Based Flexible Higher Education on the Internet","virtual classroom,model of higher education course,feature driven model construction,conflicts at course definition","J"
"1025","Mathematical Models of Endocrine Systems","endocrine,chaos,nonlinear differential equation,graphic","G"
"1025","Mathematical Models of Endocrine Systems","endocrine,chaos,nonlinear differential equation,graphic","J"
"1026","Construction of Wavelets and Applications","Haar-like systems,multiresolution,wavelets,image processing,signal processing","F"
"1026","Construction of Wavelets and Applications","Haar-like systems,multiresolution,wavelets,image processing,signal processing","G"
"1026","Construction of Wavelets and Applications","Haar-like systems,multiresolution,wavelets,image processing,signal processing","I"
"1027","Resource Efficient Maintenance of Wireless Network Topologies","ad hoc networks,topology control,distributed algorithms","F"
"1027","Resource Efficient Maintenance of Wireless Network Topologies","ad hoc networks,topology control,distributed algorithms","G"
"1027","Resource Efficient Maintenance of Wireless Network Topologies","ad hoc networks,topology control,distributed algorithms","I"
"1028","Membrane Computing and Graphical Operating Systems","membrane computing,operating systems,graphical interfaces,graphical operating systems,parallel computing","D"
"1028","Membrane Computing and Graphical Operating Systems","membrane computing,operating systems,graphical interfaces,graphical operating systems,parallel computing","F"
"1028","Membrane Computing and Graphical Operating Systems","membrane computing,operating systems,graphical interfaces,graphical operating systems,parallel computing","H"
"1028","Membrane Computing and Graphical Operating Systems","membrane computing,operating systems,graphical interfaces,graphical operating systems,parallel computing","I"
"1029","Parameter Estimation of the Cauchy Distribution in Information Theory Approach","parameter estimation,discrimination information,inaccuracy,Cauchy distribution","G"
"1030","Phasetransition-like Changes in Human Visual Information Processing","visual information processing,information processing ability,phase transition,artificial neural networks, associative memory","H"
"1030","Phasetransition-like Changes in Human Visual Information Processing","visual information processing,information processing ability,phase transition,artificial neural networks, associative memory","J"
"1031","Primary School Teachers in the Information Society","school,teachers,information society,competence of digital literacy","J"
"1031","Primary School Teachers in the Information Society","school,teachers,information society,competence of digital literacy","K"
"1032","The Additional Examination of the Kudo-Mathuria Time-Release Protocol","time-release cryptography,time capsule,Kudo-Mathuria protocol,formal verification of cryptographic protocols","C"
"1033","Synthesis of Optimal Workflow Structure","workflow,P-graph,network synthesis","F"
"1033","Synthesis of Optimal Workflow Structure","workflow,P-graph,network synthesis","G"
"1033","Synthesis of Optimal Workflow Structure","workflow,P-graph,network synthesis","H"
"1034","Systems Engineering: A New Approach to Complex IT-based Technological Systems in Engineering Education","systems engineering,higher education,production information engineering,system integration","H"
"1034","Systems Engineering: A New Approach to Complex IT-based Technological Systems in Engineering Education","systems engineering,higher education,production information engineering,system integration","J"
"1035","Computer Science, Logic, Informatics Education","computer science,logic,education","F"
"1036","The ""MEDIP-Platform Independent Software System for Medical Image Processing"" Project","medical image processing,multimodal image analysis,virtual surgery,surface rendering,volume rendering,visualization","D"
"1036","The ""MEDIP-Platform Independent Software System for Medical Image Processing"" Project","medical image processing,multimodal image analysis,virtual surgery,surface rendering,volume rendering,visualization","G"
"1036","The ""MEDIP-Platform Independent Software System for Medical Image Processing"" Project","medical image processing,multimodal image analysis,virtual surgery,surface rendering,volume rendering,visualization","I"
"1036","The ""MEDIP-Platform Independent Software System for Medical Image Processing"" Project","medical image processing,multimodal image analysis,virtual surgery,surface rendering,volume rendering,visualization","J"
"1038","Using Recommendation to Improve Negotiations in Agent-based Systems","negotiation thread,Petri Nets,hybrid recommendation,agent-based systems","D"
"1038","Using Recommendation to Improve Negotiations in Agent-based Systems","negotiation thread,Petri Nets,hybrid recommendation,agent-based systems","H"
"1038","Using Recommendation to Improve Negotiations in Agent-based Systems","negotiation thread,Petri Nets,hybrid recommendation,agent-based systems","I"
"1039","Parameter Estimation of Systems Described by the Relation with Noisy Observations","system identification,parameter estimatio,n,input-output system,relational systems,,knowledge representation","H"
"1039","Parameter Estimation of Systems Described by the Relation with Noisy Observations","system identification,parameter estimatio,n,input-output system,relational systems,,knowledge representation","I"
"1040","An OWL Ontology of Set of Experience Knowledge Structure","knowledge acquisition,knowledge representation formalism and method,artificial intelligence,information_systems_applications,semantic networks","H"
"1040","An OWL Ontology of Set of Experience Knowledge Structure","knowledge acquisition,knowledge representation formalism and method,artificial intelligence,information_systems_applications,semantic networks","I"
"1041","Using Place Invariants and Test Point Placement to Isolate Faults in Discrete Event Systems","fault diagnosis,discrete event system,place-transition net,P-invariant,D-partition,k-distinguishability,test point","C"
"1041","Using Place Invariants and Test Point Placement to Isolate Faults in Discrete Event Systems","fault diagnosis,discrete event system,place-transition net,P-invariant,D-partition,k-distinguishability,test point","D"
"1041","Using Place Invariants and Test Point Placement to Isolate Faults in Discrete Event Systems","fault diagnosis,discrete event system,place-transition net,P-invariant,D-partition,k-distinguishability,test point","G"
"1041","Using Place Invariants and Test Point Placement to Isolate Faults in Discrete Event Systems","fault diagnosis,discrete event system,place-transition net,P-invariant,D-partition,k-distinguishability,test point","H"
"1041","Using Place Invariants and Test Point Placement to Isolate Faults in Discrete Event Systems","fault diagnosis,discrete event system,place-transition net,P-invariant,D-partition,k-distinguishability,test point","J"
"1042","Implementing Rule-Based Automated Price Negotiation in an Agent System","multiagent system,electronic commerce transaction,rule-based representation","I"
"1042","Implementing Rule-Based Automated Price Negotiation in an Agent System","multiagent system,electronic commerce transaction,rule-based representation","K"
"1043","Internet Path Behavior Prediction via Data Mining: Conceptual Framework and Case Study","grids,network behavior prediction,Knowledge Management,data mining,Internet performance,end-to-end-performance","C"
"1043","Internet Path Behavior Prediction via Data Mining: Conceptual Framework and Case Study","grids,network behavior prediction,Knowledge Management,data mining,Internet performance,end-to-end-performance","H"
"1044","Deriving Consensus for Hierarchical Incomplete Ordered Partitions and Coverings","hierarchical incomplete ordered partition and covering,consensus methods","E"
"1044","Deriving Consensus for Hierarchical Incomplete Ordered Partitions and Coverings","hierarchical incomplete ordered partition and covering,consensus methods","H"
"1044","Deriving Consensus for Hierarchical Incomplete Ordered Partitions and Coverings","hierarchical incomplete ordered partition and covering,consensus methods","I"
"1045","Consensus Determining with Dependencies of Attributes with Interval Values","consensus theory,conflict,attribute dependency,agent,distributed system","E"
"1045","Consensus Determining with Dependencies of Attributes with Interval Values","consensus theory,conflict,attribute dependency,agent,distributed system","H"
"1045","Consensus Determining with Dependencies of Attributes with Interval Values","consensus theory,conflict,attribute dependency,agent,distributed system","I"
"1046","Entrainment in the Rate of Utterances in Speech Dialogs between Users and an Auto Response System","entrainment,speech interface,rate of utterances","H"
"1048","Sustainable Memory System Using Global and Conical Spaces","contents management,information visualization,sustainable knowledge globe,SKG","H"
"1049","Building Immersive Conversation Environment Using Locomotive Interactive Character","conversational locomotion,conversational locomotion network,panorama","D"
"1050","Real-time Human Proxy: An Avatar-based Communication System","avatar-based communication,virtual reality,motion capture,motion generation","H"
